PID_79,HHID_79,core_sample,sample_wgts,month_born,year_born,live_with_mom_at_14,live_with_dad_at_14,single_mom_at_14,usborn,male,hispanic,black,AFQT_HS,AFQT,ROTTER,ROSENBERG,HGC_Age28,HGC_Age24,HGC_FATH79r,HGC_MOTH79r,real_earnings_1978,real_earnings_1979,real_earnings_1980,real_earnings_1981,real_earnings_1982,real_earnings_1983,real_earnings_1984,real_earnings_1985,real_earnings_1986,real_earnings_1987,real_earnings_1988,real_earnings_1989,real_earnings_1990,real_earnings_1991,real_earnings_1992,real_earnings_1993,real_earnings_1995,real_earnings_1997,real_earnings_1999,real_earnings_2001,real_earnings_2003,real_earnings_2005,real_earnings_2007,real_earnings_2009,real_earnings_2011,weeks_worked_1978,weeks_worked_1979,weeks_worked_1980,weeks_worked_1981,weeks_worked_1982,weeks_worked_1983,weeks_worked_1984,weeks_worked_1985,weeks_worked_1986,weeks_worked_1987,weeks_worked_1988,weeks_worked_1989,weeks_worked_1990,weeks_worked_1991,weeks_worked_1992,weeks_worked_1993,weeks_worked_1995,weeks_worked_1997,weeks_worked_1999,weeks_worked_2001,weeks_worked_2003,weeks_worked_2005,weeks_worked_2007,weeks_worked_2009,weeks_worked_2011,NORTH_EAST_79,NORTH_CENTRAL_79,SOUTH_79,WEST_79
4306,4306,1,548976.94,8,57,1,1,0,1,0,0,0,1,86.338997,6,429,15,14,19,17,16722.086,24028.209,5292.6216,20390.275,30505.244,29555.783,33579.363,34451.227,43571.41,34551.125,27648.689,26377.742,18352.074,16009.985,15542.124,15090.381,,,32067.059,12312.592,33182.434,35728.582,,0,1938.8011,52,52,14,50,52,52,52,45,51,44,52,52,38,52,52,52,,,52,52,52,52,,0,0,0,0,1,0
4307,4307,1,456160,2,61,1,1,0,1,1,0,0,1,83.694,10,494,14,14,16,12,,15017.631,14819.34,15712.506,20336.828,21893.172,33579.363,24318.514,71624.234,57585.211,110594.76,56272.516,60061.332,73645.93,31084.248,60361.523,42924.41,40758.129,27486.051,27087.701,0,0,0,5082.0137,0,52,52,51,36,40,51,40,33,35,44,45,52,52,52,51,52,25,52,52,52,43,39,52,52,52,0,0,1,0
4308,4307,1,466894.09,9,63,1,1,0,1,0,0,0,0,68.524002,10,470,11,11,16,12,,,,0,0,4378.6348,0,324.24683,21885.182,31829.266,44237.902,28136.258,35035.777,35221.969,27975.822,39234.988,25754.646,23851.658,47118.945,38169.035,0,0,0,0,0,,,15,0,0,20,1,13,49,50,52,52,52,52,50,38,52,52,46,46,0,3,0,0,0,0,0,1,0
4309,4309,1,363376,12,62,1,1,0,1,1,0,0,0,63.521999,,412,17,17,17,15,,,2646.3108,28786.271,11298.238,6567.9517,0,0,39791.242,26873.098,44237.902,,0,0,,253061.16,200916.28,135860.44,259311.25,290577.16,,,,,,10,18,15,32,52,16,6,46,52,52,52,,52,52,,52,52,52,52,52,,,,,,0,0,1,0
4310,4310,1,110948,3,62,1,0,0,1,0,0,0,0,53.549,12,443,10,10,14,12,334.44171,12014.104,10585.243,7196.5679,14461.745,10289.791,19727.877,21278.699,20890.402,20154.824,26727.066,8792.5811,11678.592,16009.985,17021.734,15090.381,8769.457,16303.252,24868.332,32012.738,28442.088,44660.727,58893.691,53869.348,,15,33,41,24,42,34,52,52,52,52,52,33,43,48,44,38,41,52,47,52,32,52,52,52,,0,0,0,1
4311,4311,1,164345,8,58,1,1,0,1,1,0,1,1,59.466,8,612,15,15,12,15,8361.043,8710.2256,55572.523,63809.566,70049.078,73379.344,75973.313,47704.816,53718.176,71981.516,77416.328,55832.887,0,0,0,18108.457,40062.781,32606.504,33768.578,32012.738,30812.262,34612.063,57736.852,41672.512,33929.02,14,14,37,52,46,52,52,33,40,52,52,29,0,0,0,22,52,52,52,52,52,52,52,52,52,0,0,1,0
4312,4312,1,144260,8,61,1,1,0,1,1,0,1,1,1.645,9,545,12,12,10,11,,12014.104,13787.278,26387.414,5280.7964,10946.586,29381.943,26345.057,19895.621,21114.578,20275.705,17585.162,10010.222,17703.842,,1509.0381,18600.578,16303.252,36648.066,67719.258,53328.914,20097.328,42066.922,35574.098,38776.023,52,45,37,48,23,34,52,50,38,42,52,52,44,49,,5,52,44,52,52,52,52,52,52,52,0,0,1,0
4313,4312,1,147180,11,63,1,0,0,1,1,0,1,0,8.757,9,376,12,12,10,11,668.88342,2643.103,0,0,0,0,0,0,1989.562,3887.0017,1474.5968,21102.193,20020.443,,,,14308.137,0,0,30781.479,11850.869,27912.955,16300.933,18295.25,0,,,0,0,0,0,0,0,0,17,9,34,52,52,33,52,27,0,11,52,33,52,7,52,48,0,0,1,0
4314,4312,1,194363,11,64,1,1,0,1,1,0,1,0,32.908001,7,471,11,11,10,11,,,,,9038.5908,5736.0112,22036.459,14185.799,11937.372,13436.549,12902.722,14068.129,21688.814,19211.982,12433.699,13581.343,15738.95,23096.273,28794.91,27087.701,47403.477,33495.547,68358.75,86394.234,87246.055,,,,44,39,40,52,47,52,50,49,49,52,52,41,18,52,52,52,52,0,52,52,50,52,0,0,1,0
4315,4315,1,141089,12,58,1,1,0,1,1,0,1,1,12.592,10,606,14,14,12,10,919.71472,4505.2891,23816.797,9595.4238,56491.191,820.99396,25184.523,32424.684,,34551.125,156675.91,56272.516,44044.977,38423.965,37301.098,33198.836,40062.781,61460.543,68060.695,,,,49428.637,65049.777,61072.238,14,22,52,28,52,9,45,52,,52,52,52,42,52,24,48,52,52,52,,,,52,52,52,0,0,0,1
4316,4316,1,133434,7,60,1,1,0,1,1,0,1,1,31.007999,10,602,14,13,12,10,4013.3005,0,2416.0815,1127.4623,3502.4539,0,209873.13,0,0,0,2949.1936,35170.324,3897.313,,0,0,,0,0,0,17776.305,9490.4043,105167.3,0,0,13,0,8,16,13,0,0,0,17,0,0,10,15,52,12,0,10,0,0,0,52,31,0,0,0,,,,
4317,4315,1,166859,1,64,1,1,0,1,1,0,1,0,24.865999,13,387,13,13,12,10,,,,1439.3135,3389.4714,1313.5903,20987.104,10132.714,19895.621,20154.824,18432.459,17585.162,16683.703,12487.788,6993.9556,16599.418,,16303.252,33349.742,24625.184,,,18930.115,24393.666,17449.211,,,9,30,31,11,45,52,50,52,52,52,51,52,52,52,,21,52,52,,,52,52,17,0,0,0,1
4318,4318,1,92343,2,61,1,1,0,1,1,1,0,1,70.744003,7,612,14,14,12,12,,18021.156,23816.797,50375.973,49712.25,53638.273,50369.047,60796.281,57697.301,57585.211,58983.871,54514,25025.555,19211.982,38855.309,40744.027,57232.547,59778.594,117797.36,120663.4,41478.043,35728.582,94650.578,66066.18,58164.035,52,27,47,48,52,52,52,52,52,52,52,52,25,19,52,52,52,52,52,52,52,52,52,52,52,0,0,0,1
4319,4318,1,73703,9,62,1,1,0,1,0,1,0,1,56.375999,9,468,14,14,12,12,,,0,0,0,0,10493.552,15199.07,24869.525,22074.33,23962.197,26026.039,30030.666,28017.475,26421.611,27917.205,27900.865,29889.297,31412.629,32628.367,29627.174,31893.342,36282.723,37606.902,0,21,39,0,0,0,0,36,52,47,52,52,52,52,52,52,52,52,52,52,52,52,52,52,26,0,0,0,0,1
4320,4318,1,127268,2,64,1,1,0,1,0,1,0,0,56.537998,6,516,15,15,11,10,,,,,1889.0654,5101.1094,6296.1309,10132.714,25864.307,17271.725,21934.627,14068.129,14347.984,22413.979,24867.398,1509.0381,8584.8818,19699.764,3141.2629,0,0,0,0,0,0,,,,18,22,22,46,41,35,49,52,52,47,38,48,0,25,30,8,0,0,0,0,0,0,0,0,0,1
4321,4321,1,92343,10,61,1,1,0,1,1,1,0,0,30.292,7,555,12,12,14,11,,11713.752,30432.572,43179.406,31635.066,33824.953,37671.852,52690.113,45759.926,55665.703,53454.133,49238.453,56724.59,53953.652,59060.07,64888.637,78694.75,72006.031,75913.852,80031.844,73475.391,100486.63,78875.484,73181,75613.25,41,52,47,49,51,52,52,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,0,1
4322,4321,1,80449,12,63,1,1,0,1,1,1,0,,,10,,11,11,12,11,,,,23988.559,20336.828,23430.074,41974.207,37936.879,25864.307,51826.691,,,34034.754,30418.973,35746.887,40744.027,38631.969,,,,,,,,,,,0,50,40,38,40,52,41,50,,,52,52,52,52,52,,,,,,,,,0,0,0,1
4323,4323,1,127735,12,60,0,1,0,1,0,0,1,1,37.618,13,522,12,12,12,12,0,4505.2891,0,4797.7119,4519.2954,2627.1807,3022.1428,1418.58,5968.686,18423.428,921.62299,0,0,1440.8987,777.1062,3018.0762,24323.832,20379.064,15706.314,27087.701,8295.6084,17306.031,16406.1,17177.207,9694.0059,0,25,0,36,21,13,18,7,36,44,5,0,2,22,24,11,52,43,52,52,7,48,52,43,29,0,0,0,1
4324,4323,1,125547,12,62,1,0,1,1,1,0,1,0,12.131,9,476,12,12,9,11,,,0,899.57098,2259.6477,8757.2695,14690.972,26345.057,17906.059,24953.592,44237.902,63306.582,46714.367,20812.98,,0,,54344.176,56280.961,80031.844,58069.262,64758.055,44170.27,43705.32,38776.023,15,9,8,3,0,50,50,51,32,40,51,52,52,23,26,0,52,52,52,52,52,40,52,52,52,0,0,0,1
4325,4325,1,615580.69,7,58,1,0,0,1,0,0,0,1,36.872002,8,647,13,13,8,12,1454.8215,6007.0522,26463.107,28306.5,32764.891,40502.371,10493.552,5066.3569,0,90216.828,0,11678.306,20020.443,19211.982,23313.186,23842.801,22320.693,,32721.488,38169.035,48588.566,,,,,10,17,52,52,52,52,26,6,12,52,52,50,52,52,52,52,52,52,52,52,52,,,,,0,0,0,1
4326,4326,1,143805,5,63,1,0,0,1,0,0,0,0,60.762001,5,515,12,12,12,12,,,12702.291,9595.4238,13331.921,5473.293,1007.3809,1013.2714,298.4343,191.9507,2211.8953,10551.097,13013.288,12487.788,18650.549,10563.267,1073.1102,6793.022,6544.2979,7387.5552,16591.217,14738.04,18930.115,17685.408,23265.613,,,52,43,44,24,10,21,1,0,41,52,52,52,52,48,9,38,52,52,52,52,52,52,52,0,0,0,1
4327,4326,1,614255.63,6,64,1,0,0,1,1,0,0,0,78.064003,10,549,12,12,12,12,,,,,12095.894,0,0,0,0,0,0,0,3003.0667,4802.9956,16785.494,28068.107,24037.67,24461.672,30103.77,34475.258,35256.336,42427.691,43118.598,32016.688,34898.422,,,,49,32,0,0,0,0,0,0,0,30,25,52,52,52,50,52,52,52,52,52,52,52,0,0,0,1
4328,4328,1,690988,4,58,0,1,0,1,1,0,0,1,47.451,11,555,12,12,8,,30099.754,28698.693,31755.729,19670.619,22596.477,21236.377,20987.104,22291.971,21885.182,25913.346,25805.443,24619.227,25025.555,24014.979,24867.398,25383.529,27959.529,26900.367,31412.629,32012.738,35552.609,33495.547,36808.559,35370.816,31020.818,52,46,52,44,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,52,52,52,52,52,52,0,0,0,1
4329,4329,1,690988,8,58,1,1,0,1,1,0,0,0,65.403,7,552,12,12,12,12,13377.669,30035.262,31755.729,57572.543,53101.719,59869.07,30221.428,34451.227,47749.488,46644.02,50689.266,50996.969,50051.109,48029.957,45849.266,52816.332,47216.852,54344.176,57589.82,64025.477,,,115684.04,39639.707,,51,52,52,52,49,51,35,52,52,52,52,52,52,52,52,52,52,52,52,52,,,52,52,,0,0,0,1
4330,4330,1,411826,1,62,1,1,0,1,1,0,0,1,6.546,9,495,14,14,11,12,,6908.1104,13231.554,11994.279,11298.238,0,0,0,,23034.084,33178.426,40445.871,39039.867,36822.965,38855.309,43762.105,44355.223,50268.363,49736.664,43094.07,50958.738,55825.91,52583.652,69115.391,59133.438,18,41,46,24,45,5,0,0,,49,52,52,52,52,52,52,44,52,52,52,52,52,52,52,52,0,0,0,1
4331,4331,1,678107,12,57,1,0,1,1,1,0,0,1,22.587999,11,435,,12,12,12,26755.338,33038.789,,,,,,,,,,,,,,,,,,,,,,,,46,52,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
4332,4332,1,532230,8,60,1,1,0,1,1,0,0,1,82.848,9,437,16,16,11,14,1839.4294,2042.3978,2249.364,599.71399,7230.8726,10946.586,10493.552,20670.736,23874.744,24953.592,25805.443,26377.742,25859.74,24655.377,24199.088,23503.268,5437.0918,14944.648,13088.596,,,,,,,6,8,29,15,45,39,35,52,52,52,52,52,52,52,52,52,24,52,52,,,,,,,0,0,0,1
4333,4332,1,467138,5,62,1,0,1,1,1,0,0,0,39.194,7,512,11,11,10,12,,,9373.2324,17991.42,20562.793,15198.24,17419.295,24318.514,31832.992,23034.084,36864.918,23739.967,21688.814,38423.965,25644.504,,15738.95,32606.504,,,,22330.363,20717.959,26426.473,26173.816,21,22,29,40,44,52,50,52,52,39,52,52,52,52,52,52,45,52,,,,52,48,52,52,0,0,0,1
4334,4332,1,563548,7,64,1,0,1,1,1,0,0,0,35.164001,8,506,12,12,,12,,,,,13557.886,22112.104,16762.398,21076.045,17906.059,21114.578,25805.443,27432.852,16683.703,25615.977,34192.672,48289.219,22320.693,,,,,,,,,,,,52,52,52,52,52,42,52,52,52,38,52,52,52,52,,,,,,,,,0,0,0,1
4335,4335,1,532230,1,60,1,1,0,1,1,0,0,0,15.933,8,453,11,11,11,11,14046.552,24028.209,29109.418,33583.98,23751.156,19703.855,19937.748,34451.227,35812.117,34551.125,35021.672,40445.871,39540.375,38423.965,38855.309,40442.219,42924.41,46192.547,44501.223,34475.258,40292.957,74806.719,52583.652,50820.137,53317.031,51,32,52,52,45,52,52,52,52,52,52,52,52,52,52,52,52,52,51,52,52,52,52,52,52,0,0,0,1
4336,4336,1,639033,1,59,1,1,0,1,1,0,0,1,0,10,426,12,12,10,12,17056.527,16573.457,2805.0894,1580.8461,1513.964,978.62482,3135.4731,12361.911,6979.3838,8791.3418,6812.6372,14906.941,6681.8232,7417.4263,9239.793,7833.4165,7956.7549,5537.6714,5116.332,3976.967,3545.7803,,,0,0,46,50,30,16,21,44,34,32,52,52,30,25,49,52,45,52,52,52,49,52,52,16,14,0,0,0,0,0,1
4337,4336,1,679179.88,11,59,1,1,0,1,0,0,0,1,68.128998,9,421,13,13,8,12,15049.877,22526.445,10585.243,9595.4238,24856.125,20798.514,20987.104,22291.971,25466.395,23034.084,22118.951,21102.193,30030.666,28817.973,0,0,20031.391,24454.879,9423.7891,23393.924,28442.088,25679.918,29446.846,32524.889,31020.818,43,36,52,52,48,52,52,50,52,29,51,52,52,52,33,0,52,52,52,52,52,52,52,52,52,0,0,0,1
4338,4338,1,467138,6,62,1,1,0,1,1,0,0,1,58.604,9,484,12,12,16,10,,,7938.9321,0,0,0,0,2026.5427,0,0,0,0,0,0,0,,0,0,,0,0,24563.4,45221.941,42688.918,45077.129,0,32,27,12,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,32,52,52,52,0,0,0,1
4339,4338,1,627188.69,4,63,1,1,0,1,0,0,0,0,65.355003,9,536,12,12,13,10,,,,11994.279,10168.414,14887.357,20987.104,24318.514,33822.555,42229.156,46081.148,42204.387,46714.367,46428.957,55951.645,46780.18,45786.035,0,418.83505,0,5688.4175,13398.218,13671.75,20328.055,9098.7939,,,28,52,47,52,52,52,52,52,52,52,52,52,52,52,0,0,2,36,0,52,40,51,52,0,0,0,1
4340,4340,1,106668,11,59,1,0,0,0,1,1,0,0,17.525999,9,463,11,11,12,12,,,26992.369,28786.271,27285.246,,,29182.215,29843.43,,,28136.258,38372.516,56034.949,,43762.105,,,,,,,,,,51,44,45,49,52,15,49,52,52,,36,52,52,52,,52,,,,,,,,,,0,0,0,1
4341,4341,1,109856,6,57,0,0,0,0,0,1,0,1,11.816,11,486,12,12,,,16722.086,24028.209,23282.242,19190.848,17399.287,8260.2939,32204.709,31318.191,23874.744,28792.605,27648.689,26377.742,25025.555,24014.979,25333.662,21881.053,41350.516,30772.389,,22162.666,21331.564,14514.736,13671.75,0,0,42,52,52,52,50,17,52,52,52,52,46,49,52,51,52,52,52,47,,52,52,52,52,22,0,0,0,0,1
4342,4342,1,611414,10,61,1,1,0,1,1,0,0,0,49.178001,9,464,14,14,15,16,,4505.2891,5292.6216,17031.877,14811.99,11822.313,16789.682,14185.799,17906.059,47987.676,46081.148,,0,48029.957,46626.371,0,,,,,,,,,,32,22,13,47,51,34,52,52,52,52,52,,52,52,52,52,,,,,,,,,,0,0,0,1
4343,4342,1,487051,10,62,1,1,0,1,1,0,0,0,44.721001,11,484,13,12,16,16,,,11643.767,11034.737,20833.951,20689.049,21406.846,26345.057,25864.307,23034.084,23962.197,22860.709,17351.051,19211.982,46626.371,,64386.613,59778.594,54972.102,36937.773,,,,,,0,18,52,52,52,47,52,52,48,52,52,52,50,52,52,,52,52,52,52,,,,,,0,0,0,1
4344,4344,1,665872,3,58,1,1,0,1,1,0,0,,,,,13,12,16,12,3344.4172,,11021.884,,1355.7886,875.72693,,506.63568,994.78101,,5529.7378,15826.646,,19211.982,0,1509.0381,1287.7323,0,0,0,0,0,0,0,0,10,,37,,11,12,,0,0,,49,51,52,52,21,0,52,0,0,0,0,0,0,0,0,0,0,0,1
4345,4344,1,708131.44,10,59,1,1,0,1,0,0,0,1,34.151001,8,387,,12,14,12,18728.736,19522.92,21064.633,22789.131,22675.564,24082.49,23085.813,,,,,,,0,,,,14944.648,30103.77,13543.851,29627.174,15631.255,14956.895,21344.459,13862.429,52,50,52,52,52,52,52,,,,,,,52,,52,,52,52,47,52,52,52,52,52,0,0,0,1
4346,4346,1,728023.38,1,58,1,1,0,1,0,0,0,,,7,340,12,12,12,12,,18021.156,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4466.0728,0,0,0,0,50,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,1
4347,4347,1,666273,9,59,1,1,0,1,1,0,0,0,36.771999,13,412,12,12,10,10,668.88342,18021.156,0,5589.334,22596.477,26271.807,33579.363,34451.227,,,,42204.387,,,,,42924.41,,,,0,0,0,0,0,3,42,0,11,49,52,49,52,,,,52,,,,0,52,,,,0,0,0,0,0,0,0,0,1
4348,4348,1,587571,6,64,1,0,0,1,1,0,0,0,61.514,13,403,14,14,12,13,,,,,9962.7861,17514.539,14690.972,,17906.059,10365.338,829.46069,49238.453,48049.066,61154.941,48180.586,54225.773,85848.82,4075.813,2879.491,49250.367,85326.258,103836.19,107270.66,115361.71,116328.07,,,,41,42,33,45,,52,28,42,52,52,52,52,52,52,0,9,52,52,52,52,52,52,0,0,0,1
4349,4349,1,587571,6,64,1,0,1,1,1,0,0,0,1.6950001,10,429,10,9,12,14,,,,2398.856,,8757.2695,5246.7759,8106.1709,0,6910.2256,18432.459,21102.193,17017.377,144.08987,15542.124,7545.1904,7154.0684,0,,14775.11,0,0,0,0,6785.8042,,,,50,,32,2,43,38,30,52,34,48,24,33,41,34,0,52,30,0,0,0,5,0,0,0,0,1
4350,4350,1,580089,6,58,1,1,0,1,1,0,0,1,90.927002,4,558,16,16,12,12,9364.3682,8560.0498,8203.5635,23988.559,63270.133,65679.516,60862.598,14185.799,37801.68,43188.91,46081.148,42204.387,41709.258,40505.262,41963.734,57343.445,58663.359,20379.064,28794.91,25856.443,26664.457,29029.473,42066.922,42688.918,43623.027,32,13,12,36,52,52,35,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,0,1
4351,4351,1,634233.19,12,58,1,1,0,1,0,0,0,1,90.093002,7,506,19,17,20,17,,0,0,0,0,2189.3174,104935.52,42557.398,69634.672,,,,,,,,,,,,,0,,,,0,0,0,0,0,13,49,52,52,52,52,52,46,52,52,52,52,52,52,52,52,52,52,52,52,0,0,0,1
4352,4351,1,130733,12,59,1,1,0,1,0,0,0,1,82.053001,9,529,16,16,16,17,6688.8345,15017.631,5292.6216,5037.5972,20879.145,39407.711,62961.309,81061.711,85551.164,67182.75,55297.379,140681.3,141811.48,134483.88,144541.75,0,38631.969,0,0,290577.16,23701.738,33495.547,0,60984.164,31020.818,12,35,52,37,39,52,52,52,52,38,28,52,52,52,47,2,31,0,0,0,24,0,46,52,49,0,0,0,1
4353,4353,1,634233.19,2,58,1,1,0,1,0,0,0,1,67.705002,10,460,16,16,12,11,13377.669,2402.821,0,17991.42,36154.363,35029.078,46171.625,53500.73,59686.859,57585.211,73729.836,75616.195,100102.22,88054.922,101023.8,102614.59,101587.77,,94237.891,123125.91,124434.13,133982.19,323729.16,142296.39,153165.3,38,14,0,29,52,52,52,52,52,52,52,52,52,52,52,52,51,,52,52,0,52,52,52,52,0,0,0,1
4354,4354,1,669834.94,4,57,1,1,0,1,0,0,0,1,51.380001,7,522,15,15,16,17,5016.626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,12312.592,,22330.363,26291.826,35574.098,,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,51,,52,52,52,,0,0,0,1
4355,4355,1,615930,2,57,1,1,0,1,1,0,0,1,68.337997,8,412,16,15,16,12,418.05215,600.70526,6615.7769,14393.136,22596.477,2627.1807,1259.2262,202.65428,9947.8105,38390.141,55297.379,52755.484,30030.666,28817.973,27975.822,7083.4248,30939.914,40758.129,73296.133,43094.07,0,24563.4,47325.289,30492.082,,3,13,37,44,29,43,52,51,36,24,52,36,28,52,52,46,52,41,52,52,39,52,52,52,,0,0,0,1
4356,4355,1,134405,4,58,1,1,0,1,0,0,0,,,10,582,16,16,20,16,8361.043,0,10585.243,34783.41,27115.771,41597.027,0,28371.598,23874.744,0,7372.9839,35170.324,58392.961,1440.8987,4662.6372,0,47216.852,61137.195,78531.57,0,94806.953,122817,99908.945,81312.219,48470.031,49,0,28,52,33,48,47,50,52,52,50,49,52,49,47,52,52,52,52,52,52,52,52,52,52,0,0,0,1
4357,4357,1,580089,11,58,1,1,0,1,1,0,0,1,60.756001,11,435,12,12,12,17,14380.994,30035.262,52926.215,31185.127,25534.02,27585.398,28332.59,31411.412,29843.43,38390.141,55297.379,56272.516,50051.109,62438.941,,,,80157.656,,,,,75720.461,75213.805,83368.453,31,39,52,33,52,52,52,51,39,47,43,37,34,47,,,,52,,,,,52,52,52,0,0,0,1
4358,4358,1,615930,9,57,1,1,0,1,1,0,0,1,95.834999,7,366,15,14,12,12,12708.785,7208.4629,4366.4126,14393.136,14687.71,14230.563,16579.811,23264.711,30838.211,33591.375,35021.672,40094.168,42953.863,47229.457,49734.797,58852.484,60380.336,63855.762,64496.672,61562.957,52380.844,55825.91,,,,39,24,14,52,52,43,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,,,0,0,0,1
4359,4358,1,112071,11,58,1,1,0,0,1,1,0,1,37.882,9,403,16,15,12,8,2675.5337,,1587.7864,1271.3937,2259.6477,2189.3174,2098.7102,13172.528,41780.805,40309.648,42394.656,47479.934,55890.406,52832.953,52843.223,55834.41,61524.988,55702.777,,49250.367,,,,,,15,39,13,21,28,13,23,17,52,52,52,52,49,44,52,52,52,52,,52,,,,,,0,0,0,1
4360,4360,1,620498,3,57,1,1,0,1,1,0,0,1,87.384003,8,513,16,15,8,10,,1501.7631,5292.6216,1199.428,4519.2954,4378.6348,48633.414,64849.367,65655.547,62383.98,63960.637,65065.098,66734.813,64039.941,85481.68,65643.156,67248.242,67658.5,73296.133,81263.109,92436.781,94904.047,94650.578,102656.68,101787.06,0,2,37,33,17,22,52,52,52,52,51,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,0,1
4361,4361,1,112071,7,58,1,0,1,0,1,1,0,1,37.659,9,472,13,13,4,6,668.88342,4505.2891,15372.419,38381.695,22476.715,15325.221,37776.785,32424.684,36806.898,37430.387,45159.527,45721.418,51719.48,48029.957,49734.797,39234.988,50078.477,0,15706.314,0,,,21033.461,28459.277,,3,16,39,52,35,26,52,52,52,50,52,52,52,52,52,52,52,0,46,13,,40,52,52,,0,0,0,1
4362,4361,1,112071,9,58,1,0,1,1,1,1,0,1,73.758003,5,521,12,12,7,6,,3904.584,10320.611,30705.355,33894.715,43786.344,41974.207,54716.652,51728.613,40309.648,45159.527,,0,8004.9927,0,0,0,0,,,,,0,0,0,0,15,22,52,52,47,52,52,52,52,47,,24,0,0,0,0,0,,,,,0,0,0,0,0,0,1
4363,4361,1,96888,7,59,1,1,0,0,1,1,0,0,52.515999,10,435,13,11,6,6,5351.0674,7208.4629,6351.1455,26387.414,7908.7666,8757.2695,9570.1191,10132.714,23874.744,0,0,28136.258,0,2561.5977,9325.2744,,17169.764,0,,,,,,,,32,44,35,51,52,29,52,49,52,46,44,52,47,38,43,,52,46,,,,,,,,0,0,0,1
4364,4361,1,107889,9,57,1,0,0,1,1,1,0,1,20.667999,13,478,13,13,12,10,5852.73,24028.209,15348.602,7196.5679,21918.582,23909.533,17780.273,24456.318,29843.43,19803.555,20275.705,29015.516,30364.34,27216.975,29530.035,33953.355,38488.887,36682.316,25499.201,30165.85,32471.383,30145.99,15775.097,16872.285,0,36,47,29,43,50,52,38,52,48,44,35,46,49,41,52,52,52,52,46,52,52,52,52,52,52,0,0,0,1
4365,4365,1,544191,1,61,1,0,1,1,1,0,0,1,84.222,4,349,12,12,7,8,5016.626,18321.51,7938.9321,9595.4238,18712.143,39407.711,23379.633,24318.514,35812.117,23034.084,23317.063,31653.291,20020.443,19211.982,20204.762,18108.457,31477.9,43475.34,40574.645,24625.184,17776.305,0,42066.922,50820.137,58164.035,22,51,52,42,44,51,50,52,37,52,52,52,43,43,52,51,52,52,52,52,52,52,52,52,52,0,0,0,1
4366,4365,1,676375.13,3,64,1,0,0,1,0,0,0,0,78.596001,8,517,14,13,7,9,,,13231.554,23988.559,28245.596,32839.758,44072.918,46610.484,47749.488,30712.113,33178.426,50996.969,53387.852,54433.949,45072.16,22635.57,42924.41,50268.363,45810.086,30781.479,77030.648,78156.273,105167.3,101640.27,145410.09,,,,44,52,52,52,52,52,35,52,52,52,52,52,52,52,52,52,52,52,52,52,51,52,0,0,0,1
4367,4367,1,531029.69,4,61,1,1,0,1,0,0,0,0,34.543999,6,604,10,10,9,9,,6007.0522,14194.811,7196.5679,22596.477,2189.3174,18405.689,20873.391,0,0,,0,98.433846,14248.887,9325.2744,7545.1904,,0,0,14775.11,11613.853,,0,,,52,35,35,26,41,5,34,52,5,0,7,0,2,48,46,12,6,0,0,52,52,52,52,,,0,0,0,1
4368,4368,1,684350.25,8,57,1,0,0,1,0,0,0,1,31.898001,10,421,12,12,,8,0,12614.81,0,9329.1504,18779.932,19484.924,2140.6846,0,0,0,23962.197,17585.162,18352.074,12807.988,35746.887,36216.914,34339.527,44562.223,54972.102,44325.332,50958.738,53592.871,17878.441,38623.305,21326.813,0,39,1,30,48,52,25,0,0,0,41,42,52,13,49,50,49,42,46,52,52,52,31,48,25,0,0,0,1
4369,4369,1,493906,2,60,1,0,1,1,1,0,0,,,7,520,12,12,9,10,19277.221,19522.92,2064.1223,23988.559,19862.303,30212.578,0,0,17110.234,14972.155,23962.197,17585.162,23357.184,16009.985,11190.329,13581.343,25754.646,24454.879,,,20739.021,36845.102,37860.23,28459.277,,52,52,52,50,51,52,1,0,0,24,43,45,42,52,51,0,52,52,,,52,52,52,52,,0,0,0,1
4370,4370,1,506640,4,60,1,1,0,1,1,0,0,0,40.361,10,366,12,12,12,12,5016.626,15017.631,26833.59,28786.271,22596.477,39407.711,23085.813,38504.313,21885.182,36470.633,22118.951,15826.646,0,16009.985,31084.248,39234.988,31477.9,46192.547,44501.223,41862.813,43848.219,35728.582,35756.883,34557.695,31020.818,30,22,49,47,25,48,50,47,36,52,40,38,52,52,51,52,52,52,48,39,52,52,48,52,52,0,0,0,1
