PID_79,HHID_79,core_sample,sample_wgts,month_born,year_born,live_with_mom_at_14,live_with_dad_at_14,single_mom_at_14,usborn,male,hispanic,black,AFQT_HS,AFQT,ROTTER,ROSENBERG,HGC_Age28,HGC_Age24,HGC_FATH79r,HGC_MOTH79r,real_earnings_1978,real_earnings_1979,real_earnings_1980,real_earnings_1981,real_earnings_1982,real_earnings_1983,real_earnings_1984,real_earnings_1985,real_earnings_1986,real_earnings_1987,real_earnings_1988,real_earnings_1989,real_earnings_1990,real_earnings_1991,real_earnings_1992,real_earnings_1993,real_earnings_1995,real_earnings_1997,real_earnings_1999,real_earnings_2001,real_earnings_2003,real_earnings_2005,real_earnings_2007,real_earnings_2009,real_earnings_2011,weeks_worked_1978,weeks_worked_1979,weeks_worked_1980,weeks_worked_1981,weeks_worked_1982,weeks_worked_1983,weeks_worked_1984,weeks_worked_1985,weeks_worked_1986,weeks_worked_1987,weeks_worked_1988,weeks_worked_1989,weeks_worked_1990,weeks_worked_1991,weeks_worked_1992,weeks_worked_1993,weeks_worked_1995,weeks_worked_1997,weeks_worked_1999,weeks_worked_2001,weeks_worked_2003,weeks_worked_2005,weeks_worked_2007,weeks_worked_2009,weeks_worked_2011,NORTH_EAST_79,NORTH_CENTRAL_79,SOUTH_79,WEST_79
4371,4370,1,544721.19,10,61,1,1,0,1,0,0,0,1,53.675999,13,522,12,12,12,12,,4204.9365,3440.2039,6956.6821,15817.533,21083.125,23715.426,14793.762,15916.496,21114.578,29491.936,36928.84,40040.887,38423.965,38855.309,43762.105,53913.059,55702.777,19632.893,43094.07,47403.477,48010.281,43118.598,44721.723,41684.227,16,37,26,24,52,52,52,52,52,36,39,52,52,52,52,52,52,52,32,52,52,52,52,52,52,0,0,0,1
4372,4372,1,646524.94,12,59,1,1,0,1,0,0,0,1,96.973999,5,553,16,15,8,12,2003.3059,7809.168,0,1403.3307,22370.512,43915.516,54566.469,57959.121,61676.422,64243.98,67094.156,67878.719,72740.945,70123.734,72270.875,73339.25,76977.773,79614.219,77746.258,104164.52,118029.92,114443.11,107691.32,108551.81,114389.27,12,30,0,8,32,52,50,52,52,52,52,45,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,0,1
4373,4373,1,597032.94,11,63,1,1,0,1,0,0,0,0,36.734001,9,366,12,12,20,12,,,,16791.99,21466.652,17853.883,21406.846,22291.971,21487.27,23034.084,26727.066,27257,25025.555,21613.48,27198.717,33198.836,35770.34,57061.383,74604.992,89881.922,88881.523,,89392.211,,,,,19,47,49,49,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,52,,,0,0,0,1
4374,4374,1,144078,8,60,1,1,0,1,1,0,1,0,22.964001,7,365,12,12,16,13,20066.504,8743.2646,8441.7314,11641.647,15211.948,,8814.583,,21885.182,14588.254,,19343.678,1835.2074,24014.979,18650.549,19617.494,23608.426,27172.088,36648.066,39400.293,33182.434,33495.547,,38623.305,34898.422,41,16,15,28,52,,47,,52,52,,40,14,46,52,52,52,52,52,52,52,52,4,52,52,0,0,0,1
4375,4374,1,127932,2,62,1,1,0,1,0,0,1,,,8,346,,,17,12,,0,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,0,0,5,0,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4376,4376,1,701996.25,4,57,1,1,0,1,0,0,0,1,48.910999,10,,13,13,11,12,23410.92,,24769.469,23988.559,4514.7759,17514.539,20987.104,22291.971,25864.307,9597.5352,0,15826.646,1751.7888,11206.989,20204.762,22635.57,28616.273,32606.504,39265.785,36937.773,39107.871,41311.172,58893.691,52852.945,48470.031,52,,52,52,9,52,45,52,48,29,52,52,48,43,52,52,52,52,52,52,52,52,52,52,52,0,0,0,1
4377,4377,1,608308,6,59,1,1,0,1,1,0,0,1,12.465,9,578,12,12,15,12,,30035.262,66157.766,83959.953,72308.727,87572.688,86047.125,70929,91519.852,99814.367,110594.76,101993.94,86755.258,94458.914,87035.891,30180.762,81842.539,60665.762,,0,,0,0,,,48,44,50,52,47,42,52,43,39,52,52,52,52,52,49,2,43,43,,0,,0,0,,,0,0,0,1
4378,4377,1,544721.19,3,61,1,1,0,1,0,0,0,1,39.064999,10,583,12,12,12,12,5364.4453,5706.6997,7277.3545,0,899.33978,16419.879,18888.393,810.61713,0,0,0,0,0,0,15231.281,18108.457,,,,44325.332,45033.305,13398.218,,3557.4097,15510.409,40,49,36,0,6,40,52,6,0,0,0,0,0,0,35,52,52,52,52,52,49,52,,4,52,0,0,0,1
4379,4379,1,544721.19,5,61,1,1,0,1,0,0,0,0,84.653999,4,563,13,13,16,8,8361.043,4505.2891,0,0,0,2627.1807,0,3039.8142,1790.6058,0,7608.9194,0,16203.213,14408.986,1554.2124,13581.343,22177.611,36682.316,57589.82,54175.402,30812.262,42427.691,35756.883,62000.57,9694.0059,46,31,0,0,0,20,0,26,21,0,33,0,50,46,9,52,51,52,52,21,40,52,52,48,6,0,0,0,1
4380,4380,1,645503,4,57,1,0,0,1,1,0,0,1,78.565002,9,486,13,13,20,12,36798.621,36943.371,38040.715,43899.063,49712.25,61300.883,58763.887,56743.195,59686.859,59504.719,62670.363,59789.547,61729.703,59236.945,65276.922,57343.445,57232.547,82874.867,78531.57,65256.734,69920.133,72573.68,69410.422,0,13571.608,52,49,52,52,52,52,52,52,52,52,52,52,52,52,52,52,47,52,52,52,52,52,52,0,52,0,0,0,1
4381,4380,1,646524.94,1,59,1,0,0,1,0,0,0,1,69.525002,7,533,16,16,20,16,2675.5337,0,6364.377,7196.5679,19405.854,26271.807,38366.523,43049.848,47749.488,47987.676,46081.148,46424.824,40040.887,,,36216.914,,39399.527,,32012.738,,,,,,17,0,12,12,29,52,52,52,52,52,52,52,52,52,46,49,,52,,52,,,,,,0,0,0,1
4382,4382,1,444678,6,62,1,1,0,1,1,0,0,1,98.695,8,516,14,13,12,12,,,6980.9678,3358.3982,0,0,0,0,0,0,0,0,0,0,0,16932.916,43383.699,41111.367,45810.086,60331.699,52045.465,20097.328,0,0,0,13,3,32,11,0,0,0,0,0,0,0,0,0,0,0,41,52,52,52,52,52,52,52,52,52,0,0,0,1
4383,4383,1,718084.31,8,58,1,1,0,1,0,0,0,1,21.237,6,647,14,12,8,12,43477.422,6007.0522,18788.807,29505.928,22596.477,8757.2695,8394.8408,137.8049,0,0,0,11430.354,0,7684.793,9325.2744,10261.459,34339.527,67930.219,58898.68,0,0,,,,,46,5,39,43,39,35,38,19,0,0,0,24,40,45,38,52,52,33,52,52,0,,,,,0,0,0,1
4384,4384,1,511177,4,62,1,0,1,1,1,0,0,0,13.645,10,403,12,12,12,12,,,2646.3108,19190.848,9038.5908,6567.9517,2098.7102,36477.77,10345.723,32631.619,0,2110.2192,,1921.1982,1865.0549,0,1716.9763,1562.395,1701.5175,1477.511,,,1298.8163,1829.525,1163.2808,46,32,23,0,50,28,46,52,48,50,0,0,0,0,0,0,45,52,52,52,,,52,0,0,0,1,0,0
4385,4385,1,616675,7,64,1,1,0,1,1,0,0,,,,477,8,8,8,7,,,,0,0,0,6296.1309,60.796284,0,0,0,,6673.4814,,12433.699,18862.977,0,,0,0,3555.261,,0,0,0,,,,0,0,0,25,0,0,0,0,47,45,25,33,52,0,37,0,0,3,,35,0,0,0,0,0,1
4386,4385,1,620908.13,12,62,1,1,0,1,0,0,0,0,22.421,13,517,12,12,8,7,,1501.7631,0,23988.559,7908.7666,0,1523.6637,5337.9136,11499.669,0,9216.2295,0,0,0,0,19315.688,,,18324.033,151.44489,21461.924,22218.711,30498.52,29475.68,0,46,23,25,51,18,0,10,25,26,0,19,2,3,0,0,23,51,52,52,0,52,48,52,52,32,0,0,0,1
4387,4387,1,504146,5,62,1,1,0,1,1,0,0,1,96.857002,8,544,16,16,12,16,,7959.3442,6086.5146,1199.428,5443.4912,7991.0078,6925.7441,8410.1523,15916.496,17275.563,22118.951,21102.193,26693.926,49630.953,40409.523,37725.953,47932.258,57061.383,60731.082,67719.258,74859.57,76407.805,55212.836,57934.957,58248.375,22,36,41,49,46,29,48,38,41,52,52,49,52,52,52,52,51,52,52,52,49,52,52,52,52,0,0,0,1
4388,4388,1,689659,6,59,0,1,0,1,1,0,0,,,9,,14,14,16,,6688.8345,,20641.223,33583.98,32990.855,37218.395,37776.785,36477.77,39791.242,44148.66,46081.148,49238.453,46714.367,49630.953,4973.4795,52816.332,60094.172,42116.734,143974.55,16006.369,0,0,0,0,0,38,,38,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,0,0,0,0,0,0,0,1
4389,4389,1,439042,1,62,1,1,0,1,1,0,0,,,10,366,,,12,12,,3604.2314,,,,,,,,,,,,,41963.734,,,,,,,,,,,12,15,,,,,,,,,,,,,47,,,,,,,,,,,0,0,0,1
4390,4390,1,529654,5,64,1,1,0,1,1,0,0,0,25.823999,12,421,12,12,8,12,,,,,3615.4363,13135.903,21824.488,23305.242,27853.869,30712.113,30413.559,36928.84,26693.926,36822.965,49734.797,48289.219,41493.598,3736.1621,37956.926,32628.367,36737.695,37961.617,35756.883,32524.889,75613.25,,,,0,13,43,52,37,45,52,52,52,52,52,52,52,51,52,52,50,52,52,52,36,52,0,0,0,1
4391,4391,1,616751.75,2,58,1,1,0,1,0,0,0,1,62.688999,9,463,12,12,12,12,1434.755,0,0,0,0,0,0,0,1245.4658,13436.549,20640.668,26293.334,33152.188,35542.168,38855.309,1685.5955,0,298.89294,13088.596,,3555.261,3907.8137,0,0,0,10,0,0,0,0,0,0,0,10,38,46,52,49,38,44,52,0,0,48,,6,40,0,0,0,0,0,0,1
4392,4392,1,616751.75,3,58,1,1,0,1,0,0,0,1,76.762001,6,545,16,16,12,12,10033.252,2102.4683,13310.942,30705.355,36154.363,37218.395,40843,51982.848,65655.547,71981.516,73729.836,73857.68,83418.516,73562.68,93252.742,75451.906,,,,,,41311.172,48376.961,49803.734,40714.824,36,24,25,50,52,52,52,52,52,52,52,52,52,52,52,45,,,,,,52,0,52,52,0,0,0,1
4393,4393,1,600236,1,58,1,1,0,1,1,0,0,1,77.782997,10,612,12,12,16,16,46821.84,60070.523,37048.348,50375.973,45192.953,50354.297,49319.691,,,,,,,,,,,,,,,,,,,44,41,52,52,52,52,52,,,,,,,,,,,,,,,,,,,0,0,0,1
4394,4393,1,551146,6,61,1,1,0,1,1,0,0,1,50.823002,7,435,12,12,17,16,,9010.5781,31755.729,50375.973,51971.895,48164.98,50369.047,10132.714,39791.242,28792.605,36864.918,35170.324,33367.406,49630.953,46626.371,39234.988,68679.055,221667.17,259311.25,113275.84,,,,42688.918,50408.832,32,29,52,52,52,52,52,14,35,52,52,52,50,44,52,50,52,48,52,52,,,,52,52,0,0,0,1
4395,4395,1,779592,2,58,1,1,0,1,1,0,0,1,69.592003,9,605,13,12,12,12,30099.754,9010.5781,39694.66,28786.271,0,32839.758,30431.299,46610.484,49739.051,53746.195,57140.625,61548.066,58392.961,41625.961,41963.734,,,57061.383,60207.539,,,,75720.461,,,37,51,43,52,37,49,52,42,49,46,47,0,13,52,39,42,,52,49,,,,52,,,0,0,0,1
4396,4396,1,779155.5,5,59,1,1,0,1,0,0,0,0,31.278,4,557,11,11,11,11,23410.92,9010.5781,6880.4077,0,3615.4363,28461.125,8781.0039,810.61713,2984.343,11517.042,14745.968,15826.646,13346.963,20172.582,24867.398,21126.533,17169.764,28530.691,38480.469,36937.773,42663.129,43544.207,,,72705.047,44,29,32,0,20,43,33,2,27,21,35,29,39,45,52,38,52,48,52,52,52,52,,,52,0,0,0,1
4397,4397,1,166555,12,63,0,1,0,1,1,0,1,0,10.14,8,527,12,12,13,14,,,,4797.7119,0,0,0,10132.714,69634.672,,33178.426,33411.805,28362.295,27216.975,38855.309,37725.953,47216.852,51626.965,,,,,,43705.32,0,,,45,49,2,0,0,37,49,,45,52,51,52,52,52,52,52,,,,,,30,0,0,0,0,1
4398,4398,1,785374.31,2,58,1,1,0,1,1,0,0,0,27.004,8,554,11,11,12,12,66888.344,51059.945,31755.729,31185.127,,28461.125,25184.523,38909.621,35812.117,69102.25,57509.273,45369.715,91760.367,85653.422,71493.773,0,0,0,24213.902,30781.479,77030.648,0,63100.387,0,29082.018,52,52,52,52,52,52,52,52,52,52,52,52,52,52,45,52,52,0,52,52,0,0,52,52,52,0,0,0,1
4399,4399,1,827759,8,57,1,1,0,1,1,0,0,,,7,,12,12,12,12,6688.8345,,,35982.84,33894.715,30650.441,27283.234,26345.057,25681.268,32247.719,33178.426,35170.324,30030.666,40024.965,35746.887,35462.395,34339.527,33965.109,32721.488,30781.479,,,,,,15,,,52,52,52,52,52,52,50,52,52,52,52,49,52,50,52,52,52,,,,,,0,0,0,1
4400,4399,1,846007.13,6,57,1,1,0,0,0,0,0,,,11,,9,9,,,16053.202,,,0,0,0,0,2431.8513,10148.756,0,,25482.656,16683.703,35221.969,22245.441,25804.551,21900.033,42062.391,23512.354,14775.11,25014.816,15407.951,29446.846,44073.258,,13,,,0,0,0,0,14,10,31,52,52,52,52,52,52,52,52,52,52,52,52,52,52,,0,0,0,1
4401,4399,1,687918,2,64,1,1,0,1,1,0,0,0,56.923,11,328,12,12,12,13,,,,0,0,2189.3174,8394.8408,709.28998,3979.124,9597.5352,1843.246,14068.129,40040.887,17651.01,21758.973,19617.494,25754.646,31247.9,44501.223,20931.406,,,,,,,,,0,0,9,20,13,20,26,43,17,52,52,52,40,52,47,52,42,,,,,,0,0,0,1
4402,4402,1,738770,10,57,1,1,0,1,1,0,0,1,46.806,4,647,12,12,,12,20230.379,24929.268,23652.725,33823.867,20336.828,37218.395,38826.141,48637.027,45759.926,47987.676,47924.395,47479.934,45880.184,73645.93,57505.859,54325.371,45786.035,,,,,,,,,52,52,48,38,52,52,52,52,52,52,52,52,52,52,52,52,52,,,,,,,,,0,0,0,1
4403,4402,1,696202,1,59,1,1,0,1,1,0,0,1,71.670998,10,485,12,12,16,12,21738.711,19522.92,15877.864,23988.559,22596.477,24038.703,30011.557,24318.514,33822.555,28792.605,33178.426,35170.324,43377.629,30418.973,32638.461,37725.953,37201.156,55702.777,58898.68,61562.957,62691.102,62525.02,23136.809,41672.512,48470.031,47,46,35,49,52,49,49,52,32,44,48,52,39,28,52,52,52,49,50,52,51,52,52,50,52,0,0,0,1
4404,4404,1,150276,9,60,0,0,0,1,0,0,1,0,.26199999,7,463,11,11,,,1685.5863,300.35263,0,0,0,0,0,1621.2343,0,0,0,0,0,2401.4978,18650.549,,,,15706.314,,33182.434,39078.137,,0,0,18,18,4,0,0,0,0,5,3,0,0,0,0,9,52,52,52,52,27,0,52,52,,0,0,0,0,0,1
4405,4405,1,539892,7,63,1,0,0,1,1,0,0,0,17.246,10,394,12,12,,12,,,,6716.7964,4519.2954,26271.807,27283.234,44583.941,34817.336,34551.125,33178.426,31653.291,41709.258,32019.971,27975.822,28671.723,26470.053,32606.504,68060.695,,,58058.945,78875.484,0,48470.031,,,52,36,27,50,52,52,52,52,52,52,52,52,52,42,52,51,52,,,49,52,0,41,0,0,0,1
4406,4406,1,594561,7,61,1,0,1,1,1,0,0,1,95.700996,6,555,17,16,12,15,,10512.342,9262.0869,9115.6523,3389.4714,15763.084,3148.0654,12159.257,14921.715,21498.479,5529.7378,4396.2905,7507.6665,5763.5947,21758.973,42253.066,51509.293,50268.363,259311.25,290577.16,159986.73,312419.66,323729.16,,,27,50,52,52,19,12,23,47,52,52,35,23,52,47,45,51,52,52,52,52,51,52,52,52,,0,0,0,1
4407,4407,1,594561,5,61,1,1,0,1,1,0,0,1,93.653999,7,437,16,16,16,16,,8109.5205,6086.5146,6476.9111,11750.168,8976.2012,34628.719,45394.559,48744.27,57585.211,51610.887,49238.453,46714.367,48029.957,57505.859,72433.828,103018.59,221667.17,259311.25,290577.16,315153.72,312419.66,323729.16,317446.97,333309,52,31,26,13,19,18,52,52,52,52,52,48,47,48,52,52,52,52,52,52,52,52,52,52,52,0,0,0,1
4408,4407,1,597615.25,10,63,1,1,0,1,0,0,0,0,77.517998,8,502,16,16,16,16,,,,3838.1694,4519.2954,5473.293,9444.1963,7092.8994,2984.343,49907.184,47924.395,50996.969,46714.367,49630.953,49734.797,49798.258,58663.359,70647.43,91620.172,97269.477,104287.65,102719.67,104115.63,104689.48,108572.87,,,52,52,40,29,50,50,22,50,52,52,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,0,1
4409,4409,1,539622,6,60,1,1,0,1,1,0,0,1,29.568001,10,,13,13,12,12,13043.227,,10849.874,28786.271,27115.771,52543.613,48270.336,55729.926,53718.176,52786.445,47924.395,47479.934,46714.367,44027.461,62168.496,66397.672,60094.172,16303.252,111253.06,55406.664,56884.176,55825.91,68358.75,60984.164,56225.234,42,,26,52,24,52,52,49,52,47,52,42,52,52,52,52,52,52,52,52,52,52,52,52,52,0,0,0,1
4410,4409,1,594561,11,61,1,1,0,1,1,0,0,1,58.528,10,601,15,14,14,12,,0,976.48865,12713.937,7908.7666,985.19275,8352.8672,0,6963.4673,17275.563,11059.476,12309.613,8341.8516,0,3885.531,2263.5571,21462.205,72006.031,73296.133,70181.773,72290.305,70340.648,77297.969,81312.219,96940.063,36,0,9,46,49,17,44,0,23,52,52,49,24,0,26,52,52,52,52,52,51,52,52,52,52,0,0,0,1
4411,4409,1,694491.19,7,64,1,1,0,1,0,0,0,0,49.209999,11,386,13,13,14,12,,,,,1807.7181,,18888.393,20265.428,23874.744,30712.113,29491.936,38687.355,36704.148,38423.965,37301.098,37725.953,35770.34,,32721.488,43094.07,0,0,0,304.92084,0,,,,19,34,37,50,47,49,52,52,52,52,52,52,52,52,52,52,52,0,0,0,0,0,0,0,0,1
4412,4412,1,123241,8,62,1,1,0,1,1,1,0,0,15.246,11,571,12,12,8,12,,,0,0,0,0,0,2026.5427,31832.992,30712.113,29491.936,28136.258,29696.992,33460.871,33881.832,33198.836,35484.18,35323.715,33420.418,32012.738,33063.926,,,,,0,0,0,0,0,0,0,3,52,52,52,52,52,52,52,52,52,52,52,52,52,,,,,0,0,0,1
4413,4412,1,81993,9,63,1,1,0,1,0,1,0,0,11.248,12,441,16,16,8,12,,,,0,5423.1543,13135.903,1888.8392,2760.1511,3979.124,30712.113,23962.197,40445.871,33367.406,19211.982,21758.973,,,20379.064,,55406.664,45507.34,33495.547,15775.097,16262.444,14541.009,,,0,0,23,50,11,14,17,33,30,25,46,52,50,48,52,52,52,52,52,1,52,52,48,0,0,0,1
4414,4414,1,125846,10,58,1,0,0,0,0,1,0,,,12,,,,,10,3344.4172,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1
4415,4415,1,118234,3,58,0,1,0,0,1,1,0,,,8,417,8,8,4,,16722.086,31236.672,13231.554,26387.414,,,6296.1309,,,,,,8675.5254,0,0,,0,22824.553,19632.893,,,,,,,52,52,39,52,,,0,,,,,,0,0,28,52,0,52,52,,,,,,,0,0,0,1
4416,4415,1,105270,11,57,1,0,1,0,0,1,0,0,4.3119998,15,366,3,3,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4309.4072,,,13671.75,18295.25,7561.3247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,,0,47,52,52,0,0,0,1
4417,4417,1,80112,7,62,1,1,0,0,0,1,0,0,4.6069999,8,425,10,10,6,6,,,15877.864,0,2485.6125,,3567.8076,0,0,0,4792.4395,23915.82,24191.369,40024.965,,,42924.41,42116.734,35339.207,38169.035,35552.609,21213.846,0,0,2423.5015,0,0,42,5,5,9,9,0,0,0,6,33,52,52,45,,52,52,52,52,52,28,0,0,0,0,0,0,1
4418,4418,1,484501,4,62,1,1,0,1,1,0,0,1,50.669998,9,435,16,15,12,12,,,7409.6699,9595.4238,9038.5908,2627.1807,2518.4524,12159.257,15916.496,47987.676,47924.395,47479.934,53387.852,52032.453,,52816.332,74402.313,95102.305,,,,,105167.3,,,52,52,52,50,52,52,52,52,52,52,52,52,51,52,,52,52,52,,,,,52,,,0,0,0,1
4419,4419,1,84683,3,63,0,1,0,0,1,1,0,0,86.462997,12,567,12,12,16,,,,,16791.99,36154.363,32839.758,20987.104,50663.57,57697.301,76780.281,73729.836,98476.906,103438.96,88054.922,93252.742,101860.07,107311.02,101895.33,85075.867,109582.07,117323.61,116117.89,105167.3,125017.54,106634.06,,,18,47,52,49,46,52,52,52,52,52,52,51,52,52,52,52,52,52,52,52,52,52,52,0,0,0,1
4420,4419,1,129685,10,64,0,1,0,0,1,1,0,0,46.837002,9,338,12,12,16,,,,,,7908.7666,11647.168,23316.672,17914.639,,29944.311,29491.936,36928.84,32966.996,26640.615,43517.945,0,4693.0688,,,36937.773,34367.523,,52583.652,43705.32,48470.031,,,,52,46,31,50,52,52,52,52,52,52,52,52,8,46,52,52,52,52,52,39,52,52,0,0,0,1
4421,4421,1,552288,11,63,1,0,1,1,1,0,0,0,90.380997,8,463,15,15,14,12,,,,7196.5679,9038.5908,11493.916,20987.104,18238.885,23874.744,38390.141,27648.689,,43377.629,16009.985,12433.699,15090.381,21462.205,33965.109,52354.383,49250.367,59254.348,61408.5,63100.387,60984.164,48470.031,,,44,42,52,52,51,52,52,52,52,,38,52,32,16,37,52,52,52,52,52,52,52,52,0,0,0,1
4422,4421,1,495640.5,5,62,1,0,1,1,0,0,0,0,59.109001,5,527,11,11,14,12,,,7938.9321,23029.016,36154.363,45975.664,50369.047,32424.684,29843.43,46068.168,18432.459,35170.324,40040.887,25615.977,37301.098,25653.646,14308.137,40758.129,2094.1753,49250.367,23701.738,0,47325.289,40656.109,82399.047,14,41,30,50,52,50,52,33,20,44,52,49,44,52,49,49,38,49,52,52,52,0,48,1,52,0,0,0,1
4423,4423,1,469757.63,9,61,1,1,0,1,0,0,0,1,91.519997,7,553,15,15,15,16,,6908.1104,10585.243,10075.194,4519.2954,1094.6587,35678.074,47826.41,55707.738,52978.395,64513.609,7034.0645,1501.5333,54433.949,29530.035,32746.125,38631.969,28530.691,81149.289,83725.625,81771,72573.68,4522.1943,,,15,45,52,52,41,7,52,52,52,52,52,52,52,52,26,40,52,36,44,52,52,22,0,,,0,0,0,1
4424,4423,1,495640.5,10,62,1,1,0,1,0,0,0,1,86.363998,5,595,18,18,15,16,,,15877.864,10372.653,10496.063,10289.791,10493.552,27646.096,38963.582,57585.211,1.843246,74991.922,83790.563,102463.91,108794.87,120723.05,97295.328,101895.33,107326.48,110813.33,106657.83,103836.19,105167.3,101640.27,106634.06,18,0,48,32,38,51,52,52,52,52,52,52,47,52,52,52,52,52,52,52,52,48,52,50,49,0,0,0,1
4425,4425,1,514840.03,2,60,1,1,0,1,0,0,0,1,93.672997,9,606,16,16,14,16,6019.9507,4805.6421,2646.3108,19190.848,27115.771,31745.1,33369.492,44583.941,49739.051,51826.691,54928.73,56272.516,53387.852,48029.957,46626.371,49798.258,37201.156,50199.074,46464.516,51712.887,50958.738,24563.4,23136.809,14229.639,23265.613,50,51,51,46,46,51,52,52,52,52,38,50,52,52,52,52,52,52,52,52,52,38,52,52,52,0,0,0,1
4426,4426,1,662785,2,59,1,1,0,1,1,0,0,1,95.855003,4,606,15,15,0,16,23410.92,21024.684,18524.174,29985.699,27115.771,3283.9758,52467.758,54716.652,43770.363,,77416.328,89684.32,83418.516,6588248,,253061.16,200916.28,221667.17,259311.25,290577.16,315153.72,312419.66,323729.16,137214.38,333309,52,52,48,52,52,52,52,41,52,,52,52,52,52,,52,52,52,52,52,52,52,52,52,52,0,0,0,1
4427,4427,1,584494,3,64,1,1,0,1,1,0,0,0,52.997002,11,462,12,12,9,13,,,,,17173.322,2189.3174,0,16820.305,15916.496,0,,66823.609,72073.594,32019.971,80819.047,64134.117,62955.801,47551.152,65442.977,0,0,50243.316,39963.578,0,63011.039,,,,36,26,0,2,7,6,0,9,52,52,42,52,52,52,0,52,0,0,52,52,46,25,0,0,0,1
4428,4428,1,514840.03,8,60,1,1,0,1,0,0,0,1,99.031998,6,647,19,17,15,14,5016.626,3904.584,7938.9321,7916.2246,6778.9429,16200.948,7555.3569,4053.0854,9151.9854,53746.195,66356.852,65065.098,58392.961,56034.949,40564.945,40744.027,55658.652,52306.27,50391.094,46049.094,47640.496,46893.762,52373.32,59967.762,60816.316,52,47,52,43,34,41,45,52,42,52,52,52,50,52,50,49,30,52,52,52,52,52,52,52,52,0,0,0,1
4429,4428,1,552288,3,63,1,0,1,1,1,0,0,0,93.796997,9,533,19,17,16,9,,,,4797.7119,6101.0488,6349.02,7345.4858,9241.0352,14649.146,31522.145,0,31217.178,30641.289,40098.609,46161.664,54325.371,5588.7583,130426.02,62825.258,80031.844,60006.879,55756.684,55162.355,40249.551,54528.785,,,51,37,45,47,35,52,46,52,52,48,52,52,52,52,7,52,52,52,52,52,52,52,52,0,0,0,1
4430,4430,1,723001,7,63,1,0,1,1,1,0,0,0,76.714996,5,478,13,13,11,9,,,17201.02,0,15817.533,21893.172,41974.207,23305.242,31832.992,38390.141,60827.117,56272.516,43377.629,48029.957,20204.762,0,8584.8818,23096.273,52354.383,55406.664,53328.914,53592.871,42066.922,,33929.02,,,46,1,35,31,43,33,52,52,52,52,52,52,30,0,34,49,26,52,52,52,52,,52,0,0,0,1
4431,4431,1,164383,8,61,1,0,1,1,0,0,1,1,8.5939999,7,366,13,13,13,13,,1126.3223,1455.4708,3022.5583,4745.2603,10070.859,4170.1372,21280.725,20892.391,27489.26,28124.248,26942.227,25455.994,31219.471,35746.887,32153.074,32193.307,21737.67,14397.455,0,0,0,0,0,0,0,7,0,13,40,32,35,44,46,52,52,52,52,52,52,52,48,20,36,0,0,0,0,0,0,0,0,0,1
4432,4432,1,867129,7,58,1,0,0,1,1,0,0,1,42.103001,6,381,12,12,16,16,28427.547,18021.156,27889.469,31185.127,17616.213,6567.9517,20987.104,11056.817,15916.496,11517.042,0,21102.193,5005.1108,19211.982,10234.488,0,28616.273,24454.879,13088.596,3693.7776,3147.5911,14291.433,,0,9694.0059,52,52,38,52,49,19,44,44,46,23,37,52,17,21,30,31,52,42,19,22,52,52,15,52,52,0,0,0,1
4433,4433,1,88054,3,60,0,0,0,1,1,1,0,0,11.87,7,379,11,11,,11,2759.1443,7508.8154,15742.902,20630.16,16947.357,6567.9517,881.45831,810.61713,0,113.25092,11796.774,0,0,12327.688,9713.8271,0,0,,0,0,,40194.656,10096.062,0,0,52,41,38,46,37,25,7,0,0,2,34,4,31,38,34,19,0,0,0,0,,0,27,52,0,0,0,0,1
4434,4434,1,570428.81,7,58,1,1,0,0,0,0,0,0,1.603,,448,4,4,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,18,,,,,,,,,,,,,,,0,0,0,1
4435,4435,1,482148,7,62,1,1,0,1,1,0,0,0,23.267,10,543,11,9,20,,,,10585.243,143931.36,10168.414,3065.0442,0,0,0,360.86731,921.62299,,0,0,0,543.25372,0,0,0,384.15286,,167.47772,151.44092,121.96833,69.796844,0,10,33,40,3,9,1,0,0,0,0,,0,0,0,0,0,0,0,52,,52,0,0,0,0,0,0,1
4436,4435,1,549607,8,63,1,0,0,1,1,0,0,0,7.4710002,10,366,9,9,20,13,,,0,0,0,0,329.49753,,,0,0,0,0,0,0,0,0,0,654.42975,,,0,,,0,,,0,0,0,0,0,,,0,0,0,0,2,0,0,0,0,4,,,0,,,0,0,0,0,1
4437,4437,1,595427,8,64,1,1,0,1,0,0,0,0,97.577003,4,647,16,16,16,14,,,,,4519.2954,8100.4741,18048.908,20873.391,21885.182,11517.042,23383.418,47479.934,44542.152,32019.971,11656.593,0,0,0,0,0,0,558.25909,15775.097,3049.2083,24235.016,,,,15,31,31,52,50,46,22,31,50,50,52,42,0,0,0,0,0,0,25,39,52,52,0,0,0,1
