pubid,avg_earn_2014_to_2018,hgc_ever,asvab,female,black,hispanic
4496,26870.968162883702,10.0,65.54,1,0,1
4497,47236.92682052528,9.0,155.56,0,0,1
4498,54443.28823246277,13.0,433.45,0,0,1
4499,37003.04137454865,9.0,111.53,1,0,1
4500,18920.984261206373,15.0,237.12,0,0,1
4501,0.0,9.0,87.9,1,0,1
4504,45917.45757837216,11.0,1.08,1,0,1
4506,62321.12636941811,16.0,508.69,0,0,0
4510,32134.78746700768,15.0,496.88,1,0,1
4511,0.0,11.0,561.65,0,0,1
4512,0.0,17.0,612.75,1,0,0
4513,41151.59253184947,12.0,442.98,0,0,0
4514,61583.61266329419,14.0,627.81,0,0,0
4516,29784.296807592753,12.0,656.06,0,0,1
4517,67830.13205713445,20.0,654.45,1,0,0
4521,106751.86341699527,19.0,875.69,1,0,1
4522,47758.38977870621,14.0,961.38,0,0,0
4523,0.0,12.0,481.73,1,0,1
4524,70118.78165847875,16.0,841.04,1,0,1
4525,40627.46648366949,19.0,1000.0,0,0,0
4528,106806.06937709251,18.0,956.55,0,0,0
4529,24685.698804974963,11.0,38.06,1,0,0
4531,27092.741148219637,12.0,346.59,1,0,0
4532,125124.70466271062,19.0,693.86,1,0,0
4533,24820.247339660626,16.0,951.12,0,0,0
4534,56907.170834971905,18.0,892.8,1,0,0
4535,85253.06205405951,16.0,404.58,0,0,0
4536,26055.095552377956,20.0,874.26,1,0,0
4537,6175.162160540564,14.0,981.51,0,0,0
4539,779.3732502483517,15.0,620.35,1,0,0
4540,102819.1819808745,17.0,866.91,0,0,0
4541,79629.28701877155,12.0,139.89,1,0,0
4542,3087.581080270282,13.0,381.91,1,0,0
4543,15408.005726976822,12.0,158.73,0,0,1
4544,23462.36535250688,14.0,479.07,0,0,0
4545,75988.8918992143,14.0,161.13,0,0,0
4546,35012.59217073746,16.0,281.85,0,0,0
4547,41524.90488361239,20.0,964.97,0,0,0
4548,14826.135915387364,12.0,855.36,1,0,0
4549,24199.426525079238,12.0,496.88,1,0,0
4550,31283.292944734407,17.0,751.86,1,0,0
4551,58124.33694054644,12.0,176.94,0,0,0
4552,8153.817082388511,18.0,515.46,1,0,0
4553,126611.4101170593,17.0,435.12,1,0,0
4555,44550.36023777259,11.0,385.02,0,0,1
4556,42416.589062702675,13.0,660.8,1,0,0
4557,7089.5793746018235,16.0,568.84,1,0,0
4558,0.0,13.0,293.68,1,0,0
4559,8420.290764708627,12.0,546.18,1,0,0
4560,26092.214663643234,16.0,535.64,1,0,0
4561,126765.10958688386,12.0,447.99,1,0,0
4562,58993.05940674121,12.0,48.68,0,0,0
4564,111060.68816039013,12.0,871.13,0,0,0
4567,163.0763416477702,12.0,320.7,0,0,0
4568,42938.23549691626,18.0,658.59,1,0,0
4571,21717.716422203048,10.0,219.46,0,0,0
4573,0.0,12.0,467.43,0,0,0
4574,51555.114443075036,16.0,535.04,0,0,0
4578,4136.707889943437,15.0,644.92,1,0,0
4579,16546.83155977375,12.0,406.05,1,0,0
4580,71404.41033223875,14.0,735.23,0,0,0
4581,76559.76234551847,16.0,565.13,1,0,0
4582,0.0,17.0,789.73,0,0,0
4583,27237.847069371317,16.0,847.19,1,0,0
4586,6115.362811791383,10.0,366.36,0,0,0
4587,0.0,11.0,690.71,0,0,0
4588,65960.05783589538,14.0,168.23,1,0,0
4589,18615.18550474547,19.0,227.22,0,0,0
4591,85163.36303093574,16.0,738.48,0,0,0
4592,30800.84065832997,12.0,795.88,0,0,1
4593,7104.380397211414,10.0,354.46,1,0,0
4594,0.0,12.0,138.2,1,0,0
4595,50900.330160511774,12.0,439.92,1,0,0
4596,0.0,16.0,568.35,0,0,0
4597,60876.191904656334,16.0,634.64,1,0,0
4598,80486.8503929873,14.0,408.15,1,0,0
4599,58543.85881567472,16.0,946.16,1,0,0
4600,312124.0813843135,17.0,595.71,0,0,0
4601,91895.76340286282,18.0,389.06,1,0,0
4602,59293.33239154849,12.0,304.8,0,0,0
4603,40617.976430807226,20.0,601.2,1,0,0
4606,70143.59252235165,10.0,313.58,0,0,0
4607,37491.61319276501,12.0,282.47,1,0,0
4609,0.0,9.0,695.13,0,0,0
4611,66781.48390337965,12.0,563.49,1,0,0
4613,15986.17371042555,14.0,348.88,0,0,0
4614,77279.20739827665,11.0,757.76,0,0,1
4615,61673.50495952945,12.0,681.97,0,0,0
4617,109923.586870783,12.0,448.16,0,0,0
4618,194.84331256208793,13.0,590.62,1,0,0
4619,93300.35877676478,16.0,342.18,1,0,0
4620,51427.47861704004,16.0,752.33,1,0,0
4621,0.0,12.0,398.33,1,1,0
4622,62272.9647685663,12.0,463.57,0,0,0
4623,112989.49274556657,13.0,372.39,0,0,0
4624,41278.82483107476,14.0,72.18,0,0,0
4625,0.0,12.0,13.76,0,1,0
4626,33813.41485518179,12.0,186.41,1,0,0
4628,30689.877494942975,14.0,327.83,1,0,0
4629,20084.257474815466,18.0,977.84,0,0,0
4630,50180.42189081161,18.0,747.11,1,0,0
4631,86122.18331282579,19.0,845.82,0,0,0
4633,56661.4227394865,16.0,350.62,1,0,0
4634,32926.080655332444,15.0,767.41,1,0,0
4635,57045.29821015018,15.0,398.9,1,0,0
4638,67225.11879111908,11.0,551.11,0,0,1
4639,68.25568018406672,9.0,63.91,0,1,0
4640,45276.40497641358,12.0,184.07,0,0,0
4643,50432.416672374595,16.0,991.84,0,0,0
4645,148982.81680109352,16.0,826.0,0,0,0
4647,110373.07284465634,16.0,781.17,1,0,0
4648,47533.95669967625,17.0,682.23,1,0,0
4649,25024.322778877424,15.0,877.53,1,0,0
4650,0.0,11.0,14.23,1,1,0
4651,0.0,11.0,3.49,1,1,0
4653,96402.88969422237,14.0,96.79,0,1,0
4654,38100.16100465922,16.0,313.88,0,1,0
4655,4491.22375611159,16.0,439.92,1,0,0
4656,13678.57338506297,14.0,23.87,1,1,0
4657,0.0,11.0,17.35,1,1,0
4658,9904.179196364577,12.0,104.71,1,1,0
4660,48113.848038085394,11.0,887.88,0,1,0
4661,39568.266609171784,12.0,294.11,0,0,0
4662,90197.8278593072,18.0,952.2,1,0,0
4663,60858.123251290606,13.0,680.64,0,0,0
4664,40258.213972754704,12.0,115.67,1,0,0
4666,80456.9507186127,13.0,495.15,0,0,0
4667,18615.18550474547,10.0,418.51,1,0,0
4668,27500.520919406623,12.0,344.26,0,0,1
4669,85828.60212359669,12.0,212.6,0,0,0
4670,20386.965100422814,12.0,331.27,1,0,1
4671,63502.01726579949,16.0,555.54,1,0,1
4673,60819.13707221117,17.0,607.77,1,0,0
4674,7383.284885711546,13.0,616.13,1,0,0
4675,29628.674213127524,12.0,101.7,1,1,0
4679,25569.47227177311,13.0,730.36,0,0,1
4680,8699.378357562357,12.0,402.43,0,0,0
4681,37536.93061204925,12.0,185.76,0,0,0
4683,15506.892418221525,12.0,555.61,1,0,0
4684,28363.886394362173,15.0,587.03,1,0,0
4687,36331.44804713835,13.0,813.36,1,0,0
4688,149102.41549859184,17.0,462.67,1,0,0
4690,33843.53229536494,12.0,573.4,0,0,0
4691,73064.5670818478,15.0,251.45,0,0,0
4693,18315.271380836264,12.0,438.86,0,0,1
4694,37045.08194543604,17.0,895.66,1,0,1
4695,42438.19076379473,12.0,238.25,1,0,1
4696,19353.110249789428,13.0,131.58,1,0,1
4697,72703.14088644208,17.0,360.72,1,0,0
4698,15397.98982448574,17.0,41.3,1,0,1
4699,19029.034127874937,16.0,28.72,1,0,1
4700,0.0,15.0,164.33,1,0,1
4701,15512.654587287892,12.0,38.29,0,0,1
4702,154480.76456024693,20.0,858.54,0,0,1
4703,48922.902494331065,13.0,374.19,0,0,0
4707,88640.34535352333,15.0,561.02,1,0,1
4708,1027.5757236449579,13.0,722.65,1,0,0
4709,35791.321177280865,14.0,307.96,0,0,0
4710,104816.13876087312,20.0,892.61,0,0,0
4711,76799.52412087329,16.0,984.17,1,0,0
4714,0.0,13.0,348.19,1,0,0
4715,8.15381708238851,12.0,66.39,1,0,1
4716,203.84542705971276,13.0,524.12,1,0,0
4717,63175.26105195148,12.0,82.15,0,0,1
4718,7239.238807401016,12.0,162.54,1,0,1
4719,86678.421923971,20.0,941.02,1,0,0
4720,105215.3887835275,13.0,603.87,1,0,0
4721,11372.9290445821,12.0,564.37,1,0,0
4722,29402.68328420134,12.0,368.33,1,0,0
4723,32389.410162482236,19.0,290.88,1,0,0
4724,55636.3812570996,20.0,798.9,0,0,0
4726,48801.950885052305,12.0,446.13,1,0,0
4728,19646.900151106365,12.0,602.38,1,0,0
4729,0.0,12.0,137.1,1,0,0
4730,53686.9817659213,17.0,524.45,1,0,0
4731,126590.93450821839,18.0,893.8,0,0,0
4732,152112.14082309575,17.0,990.69,1,0,0
4733,974.2165628104398,12.0,200.76,1,0,1
4734,52185.22567349927,10.0,3.62,0,0,1
4736,44040.99505180319,17.0,763.09,0,0,0
4737,81949.44247219479,12.0,254.71,0,0,0
4739,65289.28072523228,20.0,840.94,1,0,1
4740,70330.78077110364,18.0,332.12,0,0,1
4742,0.0,13.0,188.15,1,0,1
4743,131027.03474185143,12.0,305.52,0,1,0
4745,72752.59511740049,12.0,429.24,0,0,1
4747,43735.14730994816,20.0,227.58,1,1,0
4748,0.0,14.0,733.88,1,0,0
4749,45234.48100791865,11.0,466.59,0,0,0
4750,55426.34132198425,12.0,671.53,0,0,0
4751,88969.9350007429,16.0,721.05,0,0,0
4752,22815.10599614412,15.0,191.83,0,0,0
4753,85010.9032537316,16.0,197.81,1,0,0
4755,25959.77864790517,16.0,276.56,1,0,1
4757,62050.61834915156,18.0,173.6,1,0,0
4758,66332.37542200855,15.0,772.61,1,1,0
4759,73553.83603846452,15.0,907.63,0,0,0
4760,53190.12272261842,11.0,593.0,1,0,0
4761,845.3482562536437,9.0,835.13,1,0,0
4762,33634.4954648526,18.0,344.19,0,0,1
4763,185339.8502680132,16.0,969.06,0,0,0
4765,60834.13908742043,14.0,328.81,0,0,0
4768,11427.303785093749,12.0,590.57,1,0,1
4772,23783.374836264888,12.0,732.98,1,0,1
4773,42560.58296299124,12.0,421.85,1,0,1
4774,59557.11826244689,13.0,211.64,0,0,1
4775,36307.46388326819,12.0,69.58,1,0,1
4776,53897.54348125627,16.0,481.38,0,0,1
4779,51985.247662366884,13.0,453.66,1,0,1
4781,1948.4331256208795,12.0,26.18,0,0,0
4784,46523.71940012399,12.0,134.35,1,0,1
4785,29158.117372102428,12.0,614.79,1,0,1
4786,42436.90976714744,12.0,523.99,1,0,1
4787,44455.0433332998,19.0,522.19,0,0,0
4788,67072.12730319324,20.0,982.61,0,0,0
4789,0.0,17.0,569.24,1,0,0
4790,0.0,13.0,772.19,0,0,0
4792,36652.18439443802,16.0,599.29,1,0,0
4796,0.0,16.0,281.03,1,0,0
4797,36145.48534814202,14.0,819.56,1,0,0
4798,41205.77080662181,19.0,377.75,0,0,1
4799,91374.26051300847,16.0,732.1,0,0,0
4800,34240.055718552074,12.0,427.26,0,0,0
4801,1528.8407029478458,14.0,890.23,1,0,0
4803,9307.592752372735,14.0,649.54,0,0,0
4804,53544.162943277996,16.0,398.86,1,0,0
4805,18615.18550474547,13.0,576.02,0,0,0
4810,23399.83692643005,11.0,234.89,0,0,0
4811,32458.654876834324,12.0,542.58,1,0,0
4812,41031.73613686913,20.0,908.6,1,0,0
4813,78610.17648586544,16.0,626.17,0,0,0
4814,115990.64698663303,18.0,890.08,0,0,0
4815,47086.744273273944,20.0,1000.0,1,0,0
4816,60791.113519371436,16.0,852.15,1,0,0
4817,16175.17365634189,16.0,920.98,0,0,0
4818,312124.0813843135,16.0,955.8,0,0,0
4819,55845.55651423641,9.0,756.51,0,0,0
4820,96901.82575635744,15.0,978.0,0,0,0
4821,44514.90391379165,20.0,776.52,1,0,0
4822,24100.72242355559,18.0,787.34,1,0,0
4826,146099.5134868722,18.0,983.27,0,0,0
4827,143531.58265970112,16.0,492.21,0,0,0
4830,30875.835295399895,20.0,959.3,0,0,0
4832,41097.72093995325,19.0,915.91,0,0,0
4833,82153.49341871451,20.0,1000.0,0,0,0
4834,23006.07584146257,10.0,631.68,1,0,0
4835,0.0,14.0,377.39,0,0,0
4836,43435.432844406096,11.0,550.7,0,0,0
4837,57890.475236719685,16.0,666.93,1,0,0
4838,72429.03439044995,18.0,536.74,1,0,0
4839,111044.71835008862,18.0,549.46,0,0,0
4841,17170.622147230304,15.0,840.73,1,0,0
4842,122179.82339154242,18.0,922.7,1,0,0
4843,48369.97823790731,12.0,545.8,1,0,0
4844,60313.489153358874,16.0,133.25,0,0,0
4845,50822.03887312828,16.0,680.12,0,0,0
4846,15192.200430167271,10.0,157.77,1,0,0
4847,87447.86569463872,9.0,565.78,0,0,0
4848,167736.0407639497,12.0,647.11,0,0,0
4849,83904.28201058698,11.0,477.56,0,0,0
4850,40062.911970110974,15.0,454.13,1,0,0
4851,63700.40134557607,15.0,718.87,0,0,0
4852,128041.08486912986,18.0,674.79,1,0,0
4853,132031.65875972598,16.0,851.26,0,0,0
4855,16055.305015013015,19.0,623.3,1,0,0
4856,66044.16347036722,16.0,581.39,1,0,1
4857,0.0,12.0,33.53,1,0,1
4858,120067.54328147873,19.0,977.02,1,0,0
4860,43288.91634880336,12.0,243.19,1,0,0
4861,54046.744223973816,11.0,158.32,0,0,0
4862,17969.651078499915,15.0,596.35,1,0,0
4863,81649.77699204684,16.0,828.47,0,0,0
4864,18189.708187439344,13.0,550.75,0,0,0
4865,0.0,13.0,525.54,1,0,0
4866,86870.86568881219,16.0,816.1,0,0,0
4867,12955.925125919131,11.0,23.08,1,0,0
4868,3555.1479538579188,12.0,25.73,1,0,0
4869,57303.42946065398,12.0,151.71,0,0,0
4870,45369.29948643482,16.0,930.8,0,0,0
4871,25318.048255823862,17.0,891.85,1,0,0
4872,85613.25685110131,14.0,551.94,0,0,0
4873,14805.322745717605,14.0,511.27,1,0,0
4874,56168.88981362886,12.0,32.72,0,0,0
4875,72452.92963725256,18.0,646.86,1,0,0
4876,0.0,18.0,879.24,1,0,0
4877,47836.322205191624,16.0,458.57,1,0,0
4878,64203.56244560634,19.0,915.77,1,0,0
4880,25270.414296284533,11.0,180.97,1,0,0
4882,0.0,17.0,563.01,1,0,0
4884,89569.9346974408,11.0,314.35,0,0,0
4885,25497.92176536194,13.0,804.41,1,0,0
4886,28396.748350849328,12.0,479.28,0,0,0
4887,38713.97086571219,14.0,685.85,0,0,0
4889,68827.11767919404,13.0,470.42,0,0,0
4890,84779.29428716058,17.0,558.72,0,0,0
4892,51304.62000827371,10.0,66.37,0,0,0
4893,0.0,14.0,93.6,1,0,0
4894,35108.557028081625,14.0,787.12,0,0,0
4895,52779.45414741008,17.0,916.25,1,0,0
4896,67014.6678170837,12.0,207.76,0,0,0
4897,115370.32182990445,18.0,715.36,0,0,0
4898,0.0,12.0,145.04,1,0,0
4899,57302.834202343154,16.0,797.14,1,0,0
4900,136440.72352509495,20.0,711.71,0,0,0
4901,0.0,12.0,199.15,1,0,0
4902,0.0,12.0,168.52,0,0,0
4903,22158.52693029161,14.0,524.29,1,1,0
4904,46592.3720487931,14.0,679.53,1,0,0
4905,0.0,15.0,355.99,1,0,0
4906,86649.79498629604,12.0,633.42,0,0,0
4907,27491.34549763423,14.0,243.35,0,0,0
4908,7032.403412903845,13.0,508.41,0,0,0
4909,22146.502636171277,13.0,656.73,0,0,0
4910,857.3105752731868,9.0,75.44,0,0,0
4911,88220.46142486915,18.0,847.66,0,0,0
4912,55564.18650698348,14.0,291.73,0,0,0
4913,41339.90058289925,16.0,842.22,0,0,0
4915,20183.131919711635,14.0,939.16,1,0,0
4916,74086.59091147233,17.0,745.1,0,0,0
4917,38114.47884449009,15.0,653.62,1,0,0
4918,41973.018599333736,14.0,798.7,0,0,0
4919,105649.0982202108,12.0,640.39,0,0,0
4920,43849.56365771461,12.0,234.19,0,0,0
4921,81961.72446379709,12.0,668.83,0,0,0
4922,37851.62712696385,12.0,533.73,0,0,0
4926,47407.75375703195,18.0,394.39,1,0,0
4927,95685.29750923217,16.0,771.25,0,0,0
4931,65378.497899809874,12.0,213.63,0,0,0
4932,31025.30917457578,15.0,615.19,0,0,0
4934,118041.04888063145,10.0,887.83,0,0,0
4936,2523.386275800518,11.0,51.41,0,1,0
4937,20378.00744445897,12.0,289.63,0,1,0
4938,42992.12913223985,16.0,496.94,1,0,0
4940,16546.83155977375,12.0,408.28,0,0,0
4941,57476.66335263583,19.0,915.43,1,0,0
4942,74563.36089215726,17.0,903.0,0,0,0
4943,61871.318273692275,20.0,638.7,0,0,0
4944,52189.27411618955,20.0,814.03,1,0,0
4946,75163.12738407022,11.0,123.86,0,0,0
4947,50767.92183009861,15.0,724.1,0,0,0
4948,89415.5966829902,9.0,487.7,0,0,0
4950,37548.3074698368,8.0,42.38,0,0,0
4953,0.0,12.0,484.84,0,0,0
4954,12853.718625896314,12.0,201.43,0,0,0
4955,48441.93072951781,12.0,260.87,1,0,0
4956,66075.90700644025,13.0,738.55,1,0,0
4958,3261.526832955404,15.0,309.66,1,0,0
4959,0.0,11.0,547.63,1,0,0
4960,80192.9715746028,0.0,679.43,1,0,0
4961,37125.46125907006,14.0,344.6,1,0,0
4962,93467.64485075464,15.0,581.19,1,0,0
4963,14922.201419609024,12.0,177.66,1,0,0
4965,25869.596442002687,12.0,48.42,0,0,0
4966,41472.43323519306,12.0,335.32,1,0,0
4967,30576.814058956912,16.0,544.52,1,0,0
4968,59287.28803230307,16.0,424.06,1,0,0
4969,40657.40133413158,13.0,241.36,1,0,0
4970,75732.4207675298,15.0,292.3,0,0,0
4971,52120.001716512554,16.0,547.39,0,0,0
4972,72914.5932466843,12.0,447.25,0,0,0
4974,18552.497351974922,11.0,63.12,1,0,0
4975,29533.139542846184,12.0,34.53,0,0,0
4976,9173.044217687075,15.0,509.58,1,0,0
4977,5317.920908177287,12.0,150.04,0,0,0
4979,0.0,11.0,411.1,1,0,0
4981,30732.876092434493,13.0,364.74,0,0,0
4982,33483.72085191828,12.0,426.5,1,0,0
4983,6966.624129279743,14.0,757.98,0,0,0
4984,33858.74302266204,12.0,320.95,0,0,0
4985,0.0,10.0,87.7,1,0,0
4986,246480.97969552097,9.0,498.62,0,0,0
4987,117805.72990898037,19.0,798.86,0,0,0
4988,827.3415779886876,14.0,608.06,1,0,0
4992,94515.54440476057,15.0,585.48,0,0,0
4993,53387.91154408419,13.0,582.7,1,0,0
4994,13135.80635494539,18.0,638.77,1,0,0
5009,16415.27299252555,12.0,703.35,1,0,0
5010,60270.62331200359,20.0,876.09,0,0,0
5011,33741.50229524472,16.0,591.16,1,0,0
5012,35549.43953516933,12.0,868.43,0,0,0
5013,47968.33174303329,11.0,617.62,0,0,0
5014,24130.944219782657,12.0,702.06,0,0,0
5015,0.0,10.0,452.28,1,0,0
5016,0.0,14.0,530.85,1,0,0
5017,49892.780704784,16.0,962.77,1,0,0
5020,35851.80470140843,14.0,904.8,0,0,1
5022,14068.327808259883,12.0,7.67,1,0,0
5023,21388.18800672613,8.0,513.42,0,0,0
5024,58624.85788031664,19.0,814.51,1,0,0
5025,37262.908537809395,16.0,238.46,1,0,0
5026,71637.76569482226,18.0,731.89,0,0,1
5028,34496.529328097,14.0,625.63,0,0,0
5029,44940.67886025319,12.0,398.93,0,0,0
5030,39898.6847194871,17.0,967.42,0,0,0
5031,115235.3745026473,18.0,869.88,0,0,0
5032,16202.39786380471,12.0,126.94,1,0,0
5033,56362.014956820545,14.0,149.11,0,0,0
5035,56475.50487070301,12.0,944.9,1,0,0
5038,39754.84416063659,11.0,732.1,0,0,0
5039,3261.526832955404,10.0,336.24,1,0,0
5041,257254.37426131475,16.0,486.2,0,0,0
5042,61836.573810414615,16.0,974.69,0,0,0
5043,0.0,16.0,965.12,1,0,1
5045,75282.87036928593,18.0,996.41,0,0,0
5047,30809.69395824989,9.0,367.91,0,0,0
5048,22113.721877263502,8.0,57.87,1,0,0
5051,6247.126898499602,12.0,535.68,1,0,0
5052,79496.07152533188,12.0,461.9,0,0,0
5053,413.6707889943438,15.0,857.41,0,0,0
5054,39454.703217198134,19.0,866.74,1,0,0
5055,187.0495800596044,12.0,83.26,0,0,0
5057,58831.39564565839,16.0,674.72,1,1,0
5060,87675.14315155905,18.0,715.68,1,0,0
5070,9514.428146869906,10.0,52.96,0,0,1
5072,18090.81377670646,11.0,286.01,1,0,1
5073,35719.368685670364,16.0,689.17,1,0,0
5075,48585.73135669489,20.0,990.34,1,0,0
5077,38247.11266019999,14.0,542.1,0,0,0
5079,3723.037100949094,11.0,293.58,1,0,0
5080,24739.3017872732,13.0,302.57,0,0,0
5081,38369.90231773548,12.0,333.89,0,0,0
5084,66678.60687527114,17.0,786.87,0,0,0
5086,92447.51258164132,14.0,769.12,1,0,0
5088,162499.32267678133,15.0,838.49,0,0,0
5089,2446.145124716553,13.0,486.77,1,0,0
5091,44574.96415265064,16.0,980.71,1,0,0
5093,27519.132653061224,11.0,29.7,0,0,0
5094,35911.2419966317,12.0,278.97,0,0,0
5098,46703.439568224014,14.0,608.97,1,0,0
5100,102337.96157229997,16.0,727.21,0,0,0
5102,30324.175033688967,13.0,199.28,0,0,1
5105,7194.401542187662,7.0,337.69,0,0,0
5106,65864.23778280716,16.0,611.45,0,0,0
5108,37824.75894801406,12.0,804.24,0,0,0
5109,33669.847432789626,14.0,687.75,0,0,0
5110,67626.82971036359,14.0,753.54,0,0,0
5111,98264.40824469691,20.0,476.71,1,0,0
5113,16654.6482216574,12.0,685.68,1,0,0
5114,43513.7608708352,18.0,603.85,1,0,0
5115,53624.76774220876,16.0,631.12,1,0,0
5116,42251.80648544141,11.0,437.64,0,0,0
5117,73259.48253826855,10.0,558.19,0,0,0
5118,53471.897383535725,17.0,818.08,1,0,0
5120,30041.457865197826,11.0,538.5,0,0,1
5122,1551.265458728789,8.0,38.9,0,0,0
5123,3896.866251241759,12.0,195.96,1,0,0
5124,13639.031879346156,14.0,369.83,0,0,0
5125,6390.967457350115,12.0,526.67,1,0,0
5126,6624.67262711099,12.0,860.01,1,1,0
5127,91536.32306666278,12.0,420.14,0,1,0
5128,28926.806911468197,18.0,394.87,1,0,0
5129,23153.548943283622,14.0,360.51,1,0,0
5131,86662.01255352786,17.0,913.07,1,0,0
5134,31858.80852157451,20.0,63.86,0,0,0
5135,75988.8918992143,14.0,308.51,0,0,0
5136,55888.09384848356,16.0,442.47,0,1,0
5137,55174.69315497079,17.0,398.21,1,0,0
5138,11088.45861183064,20.0,788.65,1,0,0
5139,46537.96376186368,14.0,367.06,0,0,1
5140,43824.895318466064,12.0,407.76,1,0,1
5141,81.5381708238851,13.0,242.24,1,0,0
5142,42416.911184555145,17.0,934.59,0,0,0
5143,53636.818125340076,18.0,714.93,1,0,0
5144,133742.88124797083,13.0,772.6,0,0,0
5145,27509.52303390425,12.0,73.06,0,0,0
5149,17535.898130587913,13.0,170.52,1,0,0
5150,88122.43088204508,12.0,772.93,0,0,0
5151,4136.707889943437,19.0,212.43,1,0,0
5153,45821.85209846467,17.0,620.53,0,1,0
5154,62290.90457319105,12.0,969.69,1,0,0
5155,69833.23755242238,14.0,692.42,0,0,0
5156,79617.45599776269,12.0,725.94,0,0,0
5157,64179.21622821027,11.0,405.64,0,0,0
5158,89119.75549446834,18.0,508.88,1,0,0
5159,52536.6102949224,14.0,735.9,0,0,0
5160,24640.849293413077,16.0,629.7,1,1,0
5161,12110.482682379452,13.0,299.25,0,0,1
5162,122471.80436937379,16.0,938.17,0,0,0
5163,145040.08981926585,16.0,881.62,1,0,0
5164,29784.296807592753,17.0,186.16,0,0,0
5165,101621.078579548,17.0,959.19,0,0,0
5166,93946.1775432098,13.0,836.91,0,0,0
5170,6145.262486165974,14.0,534.64,0,0,0
5172,86481.97026357536,14.0,411.52,0,0,0
5173,5010.379339071244,12.0,708.69,1,0,0
5174,115656.69112027541,16.0,973.69,0,0,0
5175,36469.67266518575,16.0,646.03,1,0,0
5176,43975.27113882888,20.0,243.18,1,0,0
5177,27587.261132472075,17.0,850.67,1,0,1
5178,130607.47293504972,16.0,770.97,0,0,0
5179,47506.692626298616,18.0,462.75,1,0,0
5180,167101.21674062728,16.0,708.13,0,0,0
5181,76799.60398422014,17.0,404.28,0,0,0
5183,29598.814470426365,16.0,937.15,0,0,0
5184,99713.544493587,16.0,743.35,0,0,0
5185,0.0,12.0,89.21,1,0,0
5186,89255.80442127958,17.0,938.08,1,0,0
5187,0.0,16.0,957.47,1,0,0
5188,58663.77963502557,17.0,902.83,0,0,0
5189,29418.96545358535,14.0,749.45,1,0,0
5190,87057.48584041547,20.0,759.05,1,0,0
5191,44263.23444670895,12.0,778.0,0,0,0
5192,71151.98907277935,16.0,899.65,1,0,0
5194,48752.44773245702,16.0,916.38,1,0,0
5195,70143.59252235165,19.0,868.81,1,0,0
5196,56805.3277227075,16.0,972.08,1,0,0
5197,73915.93275538007,17.0,978.43,0,0,0
5198,62045.25178002887,16.0,941.39,1,0,0
5201,99087.2051598588,11.0,473.46,0,0,0
5202,0.0,9.0,481.15,1,0,1
5203,39138.32199546485,17.0,753.86,1,0,0
5204,41427.46712123872,20.0,268.82,1,0,0
5205,64509.07901188821,20.0,773.93,1,0,0
5206,71703.50504677293,16.0,855.6,1,0,0
5207,9382.656340673508,17.0,607.39,1,0,0
5208,8276.51463022861,13.0,505.54,1,0,0
5209,35959.52019987598,14.0,766.35,0,0,0
5210,43828.55721493337,14.0,721.91,1,0,0
5211,31025.30917457578,12.0,799.99,0,0,0
5212,10911.225503476924,12.0,332.71,1,0,0
5213,68526.18820433327,14.0,101.77,0,0,0
5214,5599.51773495947,13.0,221.64,0,0,0
5216,49742.89578668808,12.0,530.73,1,0,0
5217,5845.2993768626375,11.0,120.7,1,0,0
5218,40468.204922475925,12.0,70.01,0,0,0
5219,224293.08579424545,19.0,916.31,1,0,0
5220,140499.45905687954,16.0,531.66,0,0,0
5221,5449.717207070754,14.0,858.82,1,0,0
5222,222566.25662194795,13.0,570.01,0,0,0
5223,32710.480877982907,16.0,496.66,0,0,0
5224,108588.58211101523,12.0,324.57,0,0,0
5227,22547.139707898237,12.0,626.01,1,0,0
5228,10947.467166252338,12.0,201.38,1,0,0
5229,50514.23760681161,12.0,558.96,0,0,0
5230,33858.74302266204,15.0,251.21,1,0,0
5231,52308.89730638498,15.0,412.45,0,0,0
5232,14913.360366037634,12.0,309.49,1,0,1
5233,0.0,10.0,153.54,1,0,0
5234,80666.57056108733,15.0,780.23,0,0,0
5236,0.0,20.0,862.78,1,0,0
5237,49700.71412071118,19.0,505.96,1,0,0
5238,60261.665656039746,16.0,919.5,0,0,0
5239,15335.93663297386,20.0,992.57,1,0,0
5240,29226.49688431319,12.0,151.99,0,0,1
5241,16882.72326372073,12.0,394.48,1,0,0
5243,0.0,12.0,45.07,1,0,0
5244,46245.60091905944,14.0,514.63,0,0,0
5245,42698.50801133733,9.0,244.96,0,0,0
5246,14484.54646674451,16.0,848.8,0,0,0
5248,28633.572336788653,10.0,71.6,0,0,0
5249,81715.709617109,16.0,779.61,0,0,0
5251,2338.119750745055,16.0,780.03,1,0,0
5252,28999.1858809751,10.0,426.54,0,0,0
5257,19379.943286007536,13.0,642.25,1,0,0
5258,65024.81973267618,12.0,533.36,0,0,0
5260,70143.59252235165,12.0,387.57,0,0,0
5261,0.0,15.0,360.74,1,0,0
5262,28858.451891954504,9.0,767.63,0,0,0
5263,0.0,12.0,462.47,1,0,0
5264,10869.47031539642,14.0,686.23,1,0,0
5267,83430.38539494704,17.0,533.29,1,0,0
5269,66403.75714800532,20.0,776.04,1,0,0
5271,60802.21900379364,10.0,294.44,0,0,0
5272,40132.5309843375,18.0,280.37,1,0,0
5279,98832.29458465648,16.0,827.61,0,0,0
5280,74491.40840054676,16.0,699.55,1,0,0
